********** Iniciando experimentos CUTMIX+FMIX sin aumentado: 05:21:01 **********
Ejecutando: prueba inicial CUTMIX+FMIX (sobre Oitaven)
GPUs detectadas: 2
********************Ejecutando prueba sobre el dataset oitaven ******************************
Cargando datos en memoria principal...
--- Iniciando Grid Search Paralelo (100 combinaciones) ---
[GPU: 1]  Evaluando: F_Alpha=0.2, Decay=3.0, Soft=0.0, C_Alpha=0.1, Epochs=200, Batch=256, Prob=0.3, Prob2=0.3, Usar_sampler=0
[GPU: 0]  Evaluando: F_Alpha=0.5, Decay=2.5, Soft=0.6, C_Alpha=0.3, Epochs=200, Batch=256, Prob=0.2, Prob2=0.8, Usar_sampler=0
[GPU: 1]  Fin evaluación: F_Alpha=0.1, Decay=2.5, Soft=0.2, C_Alpha=0.5, Epochs=200, Batch=256, Prob=0.3, Prob2=0.8, Usar_sampler=0 *************************
[GPU: 1]  Evaluando: F_Alpha=1.5, Decay=1.5, Soft=0.8, C_Alpha=0.1, Epochs=200, Batch=256, Prob=0.7, Prob2=0.3, Usar_sampler=0
[GPU: 0]  Fin evaluación: F_Alpha=1.5, Decay=2.0, Soft=0.4, C_Alpha=0.1, Epochs=200, Batch=256, Prob=0.6, Prob2=0.2, Usar_sampler=0 *************************
[GPU: 0]  Evaluando: F_Alpha=0.2, Decay=2.5, Soft=0.8, C_Alpha=0.3, Epochs=200, Batch=256, Prob=0.6, Prob2=0.6, Usar_sampler=0
[GPU: 1]  Fin evaluación: F_Alpha=0.5, Decay=3.0, Soft=0.8, C_Alpha=0.5, Epochs=200, Batch=256, Prob=0.2, Prob2=0.3, Usar_sampler=0 *************************
[GPU: 1]  Evaluando: F_Alpha=0.8, Decay=2.0, Soft=0.0, C_Alpha=0.7, Epochs=200, Batch=256, Prob=0.6, Prob2=0.3, Usar_sampler=0
[GPU: 0]  Fin evaluación: F_Alpha=0.1, Decay=1.5, Soft=0.8, C_Alpha=0.5, Epochs=200, Batch=256, Prob=0.5, Prob2=0.7, Usar_sampler=0 *************************
[GPU: 0]  Evaluando: F_Alpha=0.1, Decay=1.0, Soft=0.0, C_Alpha=1.0, Epochs=200, Batch=256, Prob=0.3, Prob2=0.5, Usar_sampler=0
[GPU: 1]  Fin evaluación: F_Alpha=0.2, Decay=3.0, Soft=0.0, C_Alpha=0.1, Epochs=200, Batch=256, Prob=0.3, Prob2=0.3, Usar_sampler=0 *************************
[GPU: 0]  Fin evaluación: F_Alpha=0.5, Decay=2.5, Soft=0.6, C_Alpha=0.3, Epochs=200, Batch=256, Prob=0.2, Prob2=0.8, Usar_sampler=0 *************************
[GPU: 1]  Evaluando: F_Alpha=0.1, Decay=2.5, Soft=0.0, C_Alpha=0.3, Epochs=200, Batch=256, Prob=0.3, Prob2=0.4, Usar_sampler=0
[GPU: 0]  Evaluando: F_Alpha=0.1, Decay=1.0, Soft=0.6, C_Alpha=1.0, Epochs=200, Batch=256, Prob=0.6, Prob2=0.3, Usar_sampler=0
[GPU: 1]  Fin evaluación: F_Alpha=1.5, Decay=1.5, Soft=0.8, C_Alpha=0.1, Epochs=200, Batch=256, Prob=0.7, Prob2=0.3, Usar_sampler=0 *************************
[GPU: 0]  Fin evaluación: F_Alpha=0.2, Decay=2.5, Soft=0.8, C_Alpha=0.3, Epochs=200, Batch=256, Prob=0.6, Prob2=0.6, Usar_sampler=0 *************************
[GPU: 1]  Evaluando: F_Alpha=1.2, Decay=3.0, Soft=1.0, C_Alpha=0.3, Epochs=200, Batch=256, Prob=0.7, Prob2=0.3, Usar_sampler=0
[GPU: 0]  Evaluando: F_Alpha=1.2, Decay=3.0, Soft=0.4, C_Alpha=0.7, Epochs=200, Batch=256, Prob=0.6, Prob2=0.2, Usar_sampler=0
[GPU: 1]  Fin evaluación: F_Alpha=0.8, Decay=2.0, Soft=0.0, C_Alpha=0.7, Epochs=200, Batch=256, Prob=0.6, Prob2=0.3, Usar_sampler=0 *************************
[GPU: 1]  Evaluando: F_Alpha=0.5, Decay=3.0, Soft=0.6, C_Alpha=0.5, Epochs=200, Batch=256, Prob=0.7, Prob2=0.6, Usar_sampler=0
[GPU: 0]  Fin evaluación: F_Alpha=0.1, Decay=1.0, Soft=0.0, C_Alpha=1.0, Epochs=200, Batch=256, Prob=0.3, Prob2=0.5, Usar_sampler=0 *************************
[GPU: 0]  Evaluando: F_Alpha=0.1, Decay=1.5, Soft=0.8, C_Alpha=0.1, Epochs=200, Batch=256, Prob=0.5, Prob2=0.8, Usar_sampler=0
[GPU: 1]  Fin evaluación: F_Alpha=0.1, Decay=2.5, Soft=0.0, C_Alpha=0.3, Epochs=200, Batch=256, Prob=0.3, Prob2=0.4, Usar_sampler=0 *************************
[GPU: 1]  Evaluando: F_Alpha=1.2, Decay=1.0, Soft=0.4, C_Alpha=0.7, Epochs=200, Batch=256, Prob=0.4, Prob2=0.6, Usar_sampler=0
[GPU: 0]  Fin evaluación: F_Alpha=0.1, Decay=1.0, Soft=0.6, C_Alpha=1.0, Epochs=200, Batch=256, Prob=0.6, Prob2=0.3, Usar_sampler=0 *************************
[GPU: 0]  Evaluando: F_Alpha=0.1, Decay=1.0, Soft=0.4, C_Alpha=1.0, Epochs=200, Batch=256, Prob=0.2, Prob2=0.4, Usar_sampler=0
[GPU: 1]  Fin evaluación: F_Alpha=1.2, Decay=3.0, Soft=1.0, C_Alpha=0.3, Epochs=200, Batch=256, Prob=0.7, Prob2=0.3, Usar_sampler=0 *************************
[GPU: 0]  Fin evaluación: F_Alpha=1.2, Decay=3.0, Soft=0.4, C_Alpha=0.7, Epochs=200, Batch=256, Prob=0.6, Prob2=0.2, Usar_sampler=0 *************************
[GPU: 1]  Evaluando: F_Alpha=1.5, Decay=1.5, Soft=0.0, C_Alpha=0.5, Epochs=200, Batch=256, Prob=0.7, Prob2=0.4, Usar_sampler=0
[GPU: 0]  Evaluando: F_Alpha=1.5, Decay=1.0, Soft=0.4, C_Alpha=0.7, Epochs=200, Batch=256, Prob=0.2, Prob2=0.3, Usar_sampler=0
[GPU: 1]  Fin evaluación: F_Alpha=0.5, Decay=3.0, Soft=0.6, C_Alpha=0.5, Epochs=200, Batch=256, Prob=0.7, Prob2=0.6, Usar_sampler=0 *************************
[GPU: 1]  Evaluando: F_Alpha=0.5, Decay=3.0, Soft=0.4, C_Alpha=0.1, Epochs=200, Batch=256, Prob=0.2, Prob2=0.2, Usar_sampler=0
[GPU: 0]  Fin evaluación: F_Alpha=0.1, Decay=1.5, Soft=0.8, C_Alpha=0.1, Epochs=200, Batch=256, Prob=0.5, Prob2=0.8, Usar_sampler=0 *************************
[GPU: 0]  Evaluando: F_Alpha=1.5, Decay=1.5, Soft=0.4, C_Alpha=1.0, Epochs=200, Batch=256, Prob=0.3, Prob2=0.3, Usar_sampler=0
[GPU: 1]  Fin evaluación: F_Alpha=1.2, Decay=1.0, Soft=0.4, C_Alpha=0.7, Epochs=200, Batch=256, Prob=0.4, Prob2=0.6, Usar_sampler=0 *************************
[GPU: 0]  Fin evaluación: F_Alpha=0.1, Decay=1.0, Soft=0.4, C_Alpha=1.0, Epochs=200, Batch=256, Prob=0.2, Prob2=0.4, Usar_sampler=0 *************************
[GPU: 1]  Evaluando: F_Alpha=0.5, Decay=1.0, Soft=0.4, C_Alpha=0.7, Epochs=200, Batch=256, Prob=0.3, Prob2=0.7, Usar_sampler=0
[GPU: 0]  Evaluando: F_Alpha=0.5, Decay=1.0, Soft=0.0, C_Alpha=1.0, Epochs=200, Batch=256, Prob=0.4, Prob2=0.3, Usar_sampler=0
[GPU: 0]  Fin evaluación: F_Alpha=1.5, Decay=1.0, Soft=0.4, C_Alpha=0.7, Epochs=200, Batch=256, Prob=0.2, Prob2=0.3, Usar_sampler=0 *************************
[GPU: 1]  Fin evaluación: F_Alpha=1.5, Decay=1.5, Soft=0.0, C_Alpha=0.5, Epochs=200, Batch=256, Prob=0.7, Prob2=0.4, Usar_sampler=0 *************************
[GPU: 1]  Evaluando: F_Alpha=0.2, Decay=1.0, Soft=0.6, C_Alpha=0.1, Epochs=200, Batch=256, Prob=0.5, Prob2=0.4, Usar_sampler=0
[GPU: 0]  Evaluando: F_Alpha=1.2, Decay=2.0, Soft=0.6, C_Alpha=0.1, Epochs=200, Batch=256, Prob=0.4, Prob2=0.5, Usar_sampler=0
[GPU: 1]  Fin evaluación: F_Alpha=0.5, Decay=3.0, Soft=0.4, C_Alpha=0.1, Epochs=200, Batch=256, Prob=0.2, Prob2=0.2, Usar_sampler=0 *************************
[GPU: 1]  Evaluando: F_Alpha=0.8, Decay=2.0, Soft=0.0, C_Alpha=0.1, Epochs=200, Batch=256, Prob=0.3, Prob2=0.4, Usar_sampler=0
[GPU: 0]  Fin evaluación: F_Alpha=1.5, Decay=1.5, Soft=0.4, C_Alpha=1.0, Epochs=200, Batch=256, Prob=0.3, Prob2=0.3, Usar_sampler=0 *************************
[GPU: 0]  Evaluando: F_Alpha=0.8, Decay=1.5, Soft=1.0, C_Alpha=0.3, Epochs=200, Batch=256, Prob=0.6, Prob2=0.6, Usar_sampler=0
[GPU: 1]  Fin evaluación: F_Alpha=0.5, Decay=1.0, Soft=0.4, C_Alpha=0.7, Epochs=200, Batch=256, Prob=0.3, Prob2=0.7, Usar_sampler=0 *************************
[GPU: 1]  Evaluando: F_Alpha=0.2, Decay=1.5, Soft=0.4, C_Alpha=0.5, Epochs=200, Batch=256, Prob=0.7, Prob2=0.7, Usar_sampler=0
[GPU: 0]  Fin evaluación: F_Alpha=0.5, Decay=1.0, Soft=0.0, C_Alpha=1.0, Epochs=200, Batch=256, Prob=0.4, Prob2=0.3, Usar_sampler=0 *************************
[GPU: 0]  Evaluando: F_Alpha=1.5, Decay=3.0, Soft=0.2, C_Alpha=0.7, Epochs=200, Batch=256, Prob=0.4, Prob2=0.7, Usar_sampler=0
[GPU: 1]  Fin evaluación: F_Alpha=0.2, Decay=1.0, Soft=0.6, C_Alpha=0.1, Epochs=200, Batch=256, Prob=0.5, Prob2=0.4, Usar_sampler=0 *************************
[GPU: 0]  Fin evaluación: F_Alpha=1.2, Decay=2.0, Soft=0.6, C_Alpha=0.1, Epochs=200, Batch=256, Prob=0.4, Prob2=0.5, Usar_sampler=0 *************************
[GPU: 1]  Evaluando: F_Alpha=1.5, Decay=2.0, Soft=0.4, C_Alpha=0.5, Epochs=200, Batch=256, Prob=0.5, Prob2=0.3, Usar_sampler=0
[GPU: 1]  Fin evaluación: F_Alpha=0.8, Decay=2.0, Soft=0.0, C_Alpha=0.1, Epochs=200, Batch=256, Prob=0.3, Prob2=0.4, Usar_sampler=0 *************************
[GPU: 0]  Fin evaluación: F_Alpha=0.8, Decay=1.5, Soft=1.0, C_Alpha=0.3, Epochs=200, Batch=256, Prob=0.6, Prob2=0.6, Usar_sampler=0 *************************
[GPU: 0]  Fin evaluación: F_Alpha=1.5, Decay=3.0, Soft=0.2, C_Alpha=0.7, Epochs=200, Batch=256, Prob=0.4, Prob2=0.7, Usar_sampler=0 *************************
[GPU: 1]  Fin evaluación: F_Alpha=0.2, Decay=1.5, Soft=0.4, C_Alpha=0.5, Epochs=200, Batch=256, Prob=0.7, Prob2=0.7, Usar_sampler=0 *************************
[GPU: 1]  Fin evaluación: F_Alpha=1.5, Decay=2.0, Soft=0.4, C_Alpha=0.5, Epochs=200, Batch=256, Prob=0.5, Prob2=0.3, Usar_sampler=0 *************************

--- Ejecutando evaluación final paralela (5 experimentos) ---
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA

============================================================
RESULTADOS FINALES PROMEDIADOS (CONJUNTO DE TEST) SOBRE EL FICHERO: oitaven
============================================================
Mejor Configuración:
 FMIX_Alpha=1.0, Decay=3.0, Soft=0.8
 CUTMIX_Alpha=0.3
 Epoch=200, Batch=256, Prob_Principal=0.4, Prob_Metodo2=0.7, Sampler=0
------------------------------------------------------------
ACCURACY POR CLASE:
  Clase 01: 97.34% ± 0.72%
  Clase 02: 80.66% ± 4.34%
  Clase 03: 77.74% ± 0.83%
  Clase 04: 90.05% ± 9.89%
  Clase 05: 88.21% ± 1.83%
  Clase 06: 92.56% ± 2.08%
  Clase 07: 97.44% ± 0.23%
  Clase 08: 96.60% ± 0.34%
  Clase 09: 99.56% ± 0.35%
  Clase 10: 93.74% ± 0.65%
------------------------------------------------------------
OA Final: 95.95% ± 0.15%
AA Final: 91.39% ± 0.76%
------------------------------------------------------------
Tiempo entrenamiento total medio con hiperparámetros óptimos: 137.93 s
Tiempo medio por época con hiperparámetros óptimos: 0.6897 s
============================================================
------------------------------------------
Ejecutando prueba iteración: 1...
GPUs detectadas: 2
********************Ejecutando prueba sobre el dataset das_mestas ******************************
Cargando datos en memoria principal...
--- Cargando hiperparámetros óptimos desde hiperParametros_FMIX_CUTMIX.json ---

--- Ejecutando evaluación final paralela (5 experimentos) ---
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA

============================================================
RESULTADOS FINALES PROMEDIADOS (CONJUNTO DE TEST) SOBRE EL FICHERO: das_mestas
============================================================
Mejor Configuración:
 FMIX_Alpha=1.0, Decay=3.0, Soft=0.8
 CUTMIX_Alpha=0.3
 Epoch=200, Batch=256, Prob_Principal=0.4, Prob_Metodo2=0.7, Sampler=0
------------------------------------------------------------
ACCURACY POR CLASE:
  Clase 02: 68.16% ± 0.71%
  Clase 07: 91.83% ± 0.33%
  Clase 08: 96.07% ± 1.14%
  Clase 10: 94.97% ± 0.34%
------------------------------------------------------------
OA Final: 90.97% ± 0.09%
AA Final: 87.76% ± 0.23%
------------------------------------------------------------
Tiempo entrenamiento total medio con hiperparámetros óptimos: 261.00 s
Tiempo medio por época con hiperparámetros óptimos: 1.3050 s
============================================================
Prueba iteracion 1 finalizada.
********************************************
Ejecutando prueba iteración: 2...
GPUs detectadas: 2
********************Ejecutando prueba sobre el dataset eiras_dam ******************************
Cargando datos en memoria principal...
--- Cargando hiperparámetros óptimos desde hiperParametros_FMIX_CUTMIX.json ---

--- Ejecutando evaluación final paralela (5 experimentos) ---
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA

============================================================
RESULTADOS FINALES PROMEDIADOS (CONJUNTO DE TEST) SOBRE EL FICHERO: eiras_dam
============================================================
Mejor Configuración:
 FMIX_Alpha=1.0, Decay=3.0, Soft=0.8
 CUTMIX_Alpha=0.3
 Epoch=200, Batch=256, Prob_Principal=0.4, Prob_Metodo2=0.7, Sampler=0
------------------------------------------------------------
ACCURACY POR CLASE:
  Clase 01: 99.38% ± 0.33%
  Clase 02: 83.46% ± 4.32%
  Clase 03: 95.11% ± 2.45%
  Clase 04: 94.99% ± 4.41%
  Clase 05: 74.86% ± 4.60%
  Clase 06: 78.64% ± 10.97%
  Clase 07: 94.33% ± 1.38%
  Clase 08: 98.70% ± 0.24%
  Clase 09: 72.36% ± 6.63%
  Clase 10: 80.85% ± 8.30%
------------------------------------------------------------
OA Final: 96.63% ± 0.09%
AA Final: 87.27% ± 2.05%
------------------------------------------------------------
Tiempo entrenamiento total medio con hiperparámetros óptimos: 104.47 s
Tiempo medio por época con hiperparámetros óptimos: 0.5223 s
============================================================
Prueba iteracion 2 finalizada.
********************************************
Ejecutando prueba iteración: 3...
GPUs detectadas: 2
********************Ejecutando prueba sobre el dataset ermidas_creek ******************************
Cargando datos en memoria principal...
--- Cargando hiperparámetros óptimos desde hiperParametros_FMIX_CUTMIX.json ---

--- Ejecutando evaluación final paralela (5 experimentos) ---
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA

============================================================
RESULTADOS FINALES PROMEDIADOS (CONJUNTO DE TEST) SOBRE EL FICHERO: ermidas_creek
============================================================
Mejor Configuración:
 FMIX_Alpha=1.0, Decay=3.0, Soft=0.8
 CUTMIX_Alpha=0.3
 Epoch=200, Batch=256, Prob_Principal=0.4, Prob_Metodo2=0.7, Sampler=0
------------------------------------------------------------
ACCURACY POR CLASE:
  Clase 01: 93.19% ± 2.06%
  Clase 02: 91.42% ± 2.66%
  Clase 03: 91.82% ± 1.81%
  Clase 04: 99.04% ± 0.25%
  Clase 05: 98.49% ± 0.67%
  Clase 06: 98.50% ± 1.09%
  Clase 07: 99.31% ± 0.13%
  Clase 08: 97.41% ± 0.48%
  Clase 09: 97.59% ± 0.48%
  Clase 10: 98.38% ± 0.23%
------------------------------------------------------------
OA Final: 98.45% ± 0.11%
AA Final: 96.51% ± 0.41%
------------------------------------------------------------
Tiempo entrenamiento total medio con hiperparámetros óptimos: 157.36 s
Tiempo medio por época con hiperparámetros óptimos: 0.7868 s
============================================================
Prueba iteracion 3 finalizada.
********************************************
Ejecutando prueba iteración: 4...
GPUs detectadas: 2
********************Ejecutando prueba sobre el dataset ferreiras_river ******************************
Cargando datos en memoria principal...
--- Cargando hiperparámetros óptimos desde hiperParametros_FMIX_CUTMIX.json ---

--- Ejecutando evaluación final paralela (5 experimentos) ---
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA

============================================================
RESULTADOS FINALES PROMEDIADOS (CONJUNTO DE TEST) SOBRE EL FICHERO: ferreiras_river
============================================================
Mejor Configuración:
 FMIX_Alpha=1.0, Decay=3.0, Soft=0.8
 CUTMIX_Alpha=0.3
 Epoch=200, Batch=256, Prob_Principal=0.4, Prob_Metodo2=0.7, Sampler=0
------------------------------------------------------------
ACCURACY POR CLASE:
  Clase 02: 94.52% ± 0.21%
  Clase 04: 97.05% ± 0.55%
  Clase 07: 80.36% ± 0.70%
  Clase 08: 89.45% ± 2.51%
  Clase 09: 0.00% ± 0.00%
  Clase 10: 94.71% ± 0.33%
------------------------------------------------------------
OA Final: 91.40% ± 0.06%
AA Final: 76.01% ± 0.34%
------------------------------------------------------------
Tiempo entrenamiento total medio con hiperparámetros óptimos: 359.88 s
Tiempo medio por época con hiperparámetros óptimos: 1.7994 s
============================================================
Prueba iteracion 4 finalizada.
********************************************
Ejecutando prueba iteración: 5...
GPUs detectadas: 2
********************Ejecutando prueba sobre el dataset mera_river ******************************
Cargando datos en memoria principal...
--- Cargando hiperparámetros óptimos desde hiperParametros_FMIX_CUTMIX.json ---

--- Ejecutando evaluación final paralela (5 experimentos) ---
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA

============================================================
RESULTADOS FINALES PROMEDIADOS (CONJUNTO DE TEST) SOBRE EL FICHERO: mera_river
============================================================
Mejor Configuración:
 FMIX_Alpha=1.0, Decay=3.0, Soft=0.8
 CUTMIX_Alpha=0.3
 Epoch=200, Batch=256, Prob_Principal=0.4, Prob_Metodo2=0.7, Sampler=0
------------------------------------------------------------
ACCURACY POR CLASE:
  Clase 02: 86.36% ± 0.29%
  Clase 04: 91.00% ± 2.50%
  Clase 05: 50.01% ± 36.63%
  Clase 06: 9.14% ± 20.44%
  Clase 07: 88.42% ± 0.37%
  Clase 08: 97.06% ± 0.30%
  Clase 10: 93.67% ± 0.19%
------------------------------------------------------------
OA Final: 90.71% ± 0.08%
AA Final: 73.67% ± 7.15%
------------------------------------------------------------
Tiempo entrenamiento total medio con hiperparámetros óptimos: 410.19 s
Tiempo medio por época con hiperparámetros óptimos: 2.0509 s
============================================================
Prueba iteracion 5 finalizada.
********************************************
Ejecutando prueba iteración: 6...
GPUs detectadas: 2
********************Ejecutando prueba sobre el dataset ulla ******************************
Cargando datos en memoria principal...
--- Cargando hiperparámetros óptimos desde hiperParametros_FMIX_CUTMIX.json ---

--- Ejecutando evaluación final paralela (5 experimentos) ---
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA

============================================================
RESULTADOS FINALES PROMEDIADOS (CONJUNTO DE TEST) SOBRE EL FICHERO: ulla
============================================================
Mejor Configuración:
 FMIX_Alpha=1.0, Decay=3.0, Soft=0.8
 CUTMIX_Alpha=0.3
 Epoch=200, Batch=256, Prob_Principal=0.4, Prob_Metodo2=0.7, Sampler=0
------------------------------------------------------------
ACCURACY POR CLASE:
  Clase 02: 99.95% ± 0.10%
  Clase 04: 100.00% ± 0.00%
  Clase 07: 99.79% ± 0.29%
  Clase 08: 99.40% ± 0.16%
  Clase 09: 95.76% ± 2.32%
------------------------------------------------------------
OA Final: 99.43% ± 0.13%
AA Final: 98.98% ± 0.44%
------------------------------------------------------------
Tiempo entrenamiento total medio con hiperparámetros óptimos: 11.50 s
Tiempo medio por época con hiperparámetros óptimos: 0.0575 s
============================================================
Prueba iteracion 6 finalizada.
********************************************
Ejecutando prueba iteración: 7...
GPUs detectadas: 2
********************Ejecutando prueba sobre el dataset xesta ******************************
Cargando datos en memoria principal...
--- Cargando hiperparámetros óptimos desde hiperParametros_FMIX_CUTMIX.json ---

--- Ejecutando evaluación final paralela (5 experimentos) ---
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA

============================================================
RESULTADOS FINALES PROMEDIADOS (CONJUNTO DE TEST) SOBRE EL FICHERO: xesta
============================================================
Mejor Configuración:
 FMIX_Alpha=1.0, Decay=3.0, Soft=0.8
 CUTMIX_Alpha=0.3
 Epoch=200, Batch=256, Prob_Principal=0.4, Prob_Metodo2=0.7, Sampler=0
------------------------------------------------------------
ACCURACY POR CLASE:
  Clase 01: 88.93% ± 3.10%
  Clase 02: 79.59% ± 2.82%
  Clase 03: 90.65% ± 1.16%
  Clase 04: 94.77% ± 1.54%
  Clase 07: 99.16% ± 0.09%
  Clase 08: 97.77% ± 0.15%
------------------------------------------------------------
OA Final: 98.53% ± 0.07%
AA Final: 91.81% ± 0.48%
------------------------------------------------------------
Tiempo entrenamiento total medio con hiperparámetros óptimos: 399.15 s
Tiempo medio por época con hiperparámetros óptimos: 1.9958 s
============================================================
Prueba iteracion 7 finalizada.
********************************************
********** Se han finalizado todas las pruebas de CUTMIX+FMIX sin aumentado: 06:40:21 **********
